ip,size,status0,status1,status2,status3,status4,status5,status6,status7,status8,metodo0,metodo1,metodo2,metodo3,metodo4,tamanho_recurso,detected
64233173163,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
114124172136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,1
107170201213,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
12018879166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,75,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,75,3
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,1
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3
114124172136,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,2
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,75,3
114124140153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,1
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1
114124172136,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,2
11517820314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1
114124140153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,2
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1
114124140153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,2
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,1
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,1
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,1
114124172136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,1
114124140153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,2
114124140153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,1
114124140153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1
114124172136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,1
114124172136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1
114124140168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,2
114124172136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1
114124172136,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,2
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,61,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,3
114124172136,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,1
114124172136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,75,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,75,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,61,3
120188779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,3
120188779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3
120188779,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,75,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173163,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,75,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
11517820314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,3
120188779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,77,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
120188779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173163,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,69,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,69,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,69,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,3
120188779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,70,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,70,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
120188779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173163,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,71,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,71,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
120188779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
114522377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
114522377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,69,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,69,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
114522377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173163,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,3
114522377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,3
114522377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,3
11517820314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
114522377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,78,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,78,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
114522377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,3
11517820314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,75,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,75,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
114522377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
64233173168,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,77,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,73,3
64233173163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,74,3
64233173163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
114522377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
64233173166,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
64233173168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,3
37911316,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,2
37911316,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,75,2
11517820314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
1201887692,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3
11517820314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
1201887692,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,3
1201887692,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,3
1201887692,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
11517820314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,3
11517820314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46,3
1201887692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,3
1201887692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,3
